SITE ID,Latitude,Longitude,COORDINATE,Urban or Rural
30270,25.864740968841687,-81.11085546373569,WGS_84,Rural
90229,27.41662530306445,-81.44377809371282,WGS_84,Urban
79918,26.75383810949252,-81.05443816713695,WGS_84,Rural
40068,27.262225399000513,-81.98453272776356,WGS_84,Rural
40271,27.21804099506497,-81.90145099688645,WGS_84,Rural
70039,26.709374630838468,-81.56526216128086,WGS_84,Rural
50272,26.846913565684346,-81.12282586680028,WGS_84,Rural
100162,27.952048395804958,-82.38620983711074,WGS_84,Urban
100372,27.996183073254677,-82.53034554923984,WGS_84,Urban
80294,28.561556339716283,-82.37717850458097,WGS_84,Urban
90327,27.169150629041894,-81.32856007201657,WGS_84,Rural
80283,28.530465473166483,-82.5680255187945,WGS_84,Urban
40145,27.24983229050134,-81.84520355680891,WGS_84,Urban
30143,26.47923545945343,-81.43455464548441,WGS_84,Rural
10367,26.82794281407631,-81.96833455514475,WGS_84,Rural
10228,26.962836480876884,-82.21131388615362,WGS_84,Urban
100373,27.915614615093194,-82.40184163672909,WGS_84,Urban
100276,27.712370026656373,-82.27579905202694,WGS_84,Rural
30351,26.153064654794278,-81.54305956103327,WGS_84,Rural
150302,27.916161380910587,-82.71109334851707,WGS_84,Urban
150086,27.872876433219545,-82.60586165460334,WGS_84,Urban
130333,27.44593896762218,-82.47930700861114,WGS_84,Urban
130180,27.524017340299473,-82.51443949703649,WGS_84,Urban
109953,27.889794244911236,-82.34853640249118,WGS_84,Urban
110177,28.830741634994713,-81.82184380979125,WGS_84,Urban
120184,26.532463286269543,-81.79467163233996,WGS_84,Urban
140199,28.235367635548776,-82.72820116030853,WGS_84,Urban
110262,28.949358650019146,-81.65791251636398,WGS_84,Urban
140079,28.45127494901918,-82.18686969831045,WGS_84,Urban
109962,28.02732156959761,-82.2037967674611,WGS_84,Urban
150183,27.678238490921455,-82.67804021512312,WGS_84,Urban
120203,26.60528822540077,-81.82628201968568,WGS_84,Urban
150295,27.801885937282425,-82.67945533057244,WGS_84,Urban
120273,26.75734838934931,-81.76085450206166,WGS_84,Rural
130146,27.47478670400113,-82.32371462353049,WGS_84,Rural
110246,28.85302916554915,-81.65060472730998,WGS_84,Urban
109955,28.13385061898802,-82.41382170904387,WGS_84,Urban
160275,28.078863131752822,-81.66682536429832,WGS_84,Urban
180358,28.6749189531537,-82.13879951579575,WGS_84,Rural
160274,27.93313609085239,-81.97395197660983,WGS_84,Urban
290320,30.217981851053946,-82.70846899756391,WGS_84,Urban
290269,30.24501205311159,-82.6674251434318,WGS_84,Rural
39950,26.28657240262758,-81.74265270276916,WGS_84,Urban
20324,28.851679333051646,-82.49090098180112,WGS_84,Urban
10350,26.916523967367503,-82.01193319678372,WGS_84,Rural
20044,28.725618137523547,-82.5526410136441,WGS_84,Urban
30094,26.123830107330843,-81.76320363750685,WGS_84,Urban
100321,28.054412489926506,-82.43836101470205,WGS_84,Urban
140190,28.206851813694477,-82.37672275925884,WGS_84,Urban
150066,27.835611654097644,-82.83519452010073,WGS_84,Urban
170181,27.237719105712287,-82.50247075481529,WGS_84,Urban
160319,27.670412152256493,-81.82221132867825,WGS_84,Rural
320112,30.599364730102575,-83.12454439235105,WGS_84,Rural
340239,29.239170086209246,-82.93189859740805,WGS_84,Rural
160310,28.185152259634215,-81.63974931309474,WGS_84,Urban
260323,29.623237466650323,-82.37254244342421,WGS_84,Urban
160230,28.221297440511368,-81.82057001634685,WGS_84,Rural
170225,27.283263847813224,-82.44852738457558,WGS_84,Urban
260185,29.670287080255385,-82.29912985534475,WGS_84,Urban
290037,30.201302447725027,-82.77668683722091,WGS_84,Rural
290297,29.89435029081987,-82.72799420424992,WGS_84,Rural
270232,30.36126105924417,-82.13377530421238,WGS_84,Rural
260231,29.614001045052635,-82.59109637599845,WGS_84,Rural
290286,30.20733645105592,-82.63743427664603,WGS_84,Urban
289963,29.840374983893426,-82.16273969056833,WGS_84,Rural
260043,29.723356700295213,-82.3540551469587,WGS_84,Urban
360118,29.270688195062952,-82.15188773242654,WGS_84,Rural
340116,29.560255444325787,-82.90619679860211,WGS_84,Rural
330237,29.944895935491687,-83.2633803282619,WGS_84,Rural
480348,30.947119182967747,-87.28597296489266,WGS_84,Rural
460308,30.207281627323056,-85.64953198172418,WGS_84,Urban
480282,30.475170785621927,-87.21796816357515,WGS_84,Urban
359902,30.38868516977852,-83.32786356786865,WGS_84,Rural
330149,29.950906520423803,-82.95354580237887,WGS_84,Rural
530248,30.975796093916422,-85.05220493315072,WGS_84,Rural
300234,29.6878365564415,-82.98429256018072,WGS_84,Rural
480243,30.978289561392128,-87.49043047756915,WGS_84,Rural
490369,29.76079728993454,-84.83300934287159,WGS_84,Rural
320202,30.60185458976495,-83.01498902750241,WGS_84,Rural
380280,30.144035116126297,-83.95424048643467,WGS_84,Rural
500281,30.697952306998676,-84.62452323411117,WGS_84,Rural
370242,29.969056328896155,-82.90005881829319,WGS_84,Rural
480156,30.5263853183975,-87.32270927987076,WGS_84,Urban
460305,30.188144273236638,-85.75244182020674,WGS_84,Urban
500054,30.68268034585623,-84.3826300398138,WGS_84,Rural
360249,29.147323714787632,-82.0697859227129,WGS_84,Urban
480368,30.46189961739433,-87.22545530008951,WGS_84,Urban
480325,30.399875166095857,-87.42249228839249,WGS_84,Urban
360317,29.124158386477703,-82.1846827553044,WGS_84,Urban
480048,30.52907776546355,-87.43048123858668,WGS_84,Rural
329956,30.533741623836335,-83.0700898078027,WGS_84,Rural
460315,30.16546211015608,-85.66027060999406,WGS_84,Urban
299936,30.251356566074378,-82.51492735120168,WGS_84,Rural
510313,29.861606287403433,-85.2436976791796,WGS_84,Rural
370238,30.311822767994386,-82.93351059033216,WGS_84,Rural
509940,30.554750510073912,-84.59273118095037,WGS_84,Urban
530117,30.777547872169055,-85.23643016618743,WGS_84,Urban
360264,29.211443286482112,-82.06466666042154,WGS_84,Urban
320277,30.49011157746992,-83.13262157500807,WGS_84,Rural
530050,30.989029024658524,-85.40766553610038,WGS_84,Rural
530247,30.982617787997636,-85.48688990542831,WGS_84,Rural
370241,30.143541080455,-82.95159254806366,WGS_84,Rural
510316,29.776520249467293,-85.27666687262865,WGS_84,Rural
460359,30.494182023839944,-85.41595640971835,WGS_84,Rural
490060,29.915865409110907,-84.52322201961269,WGS_84,Rural
530218,30.75526511700467,-85.3611175691614,WGS_84,Rural
340278,29.46774019777016,-82.67084012700559,WGS_84,Rural
500220,30.53057690933557,-84.54588919732443,WGS_84,Rural
350279,30.470587841813234,-83.4229301986653,WGS_84,Rural
539943,30.71938195760314,-85.03925439245559,WGS_84,Rural
540312,30.40797859158165,-83.9016325337965,WGS_84,Rural
570318,30.716422603918225,-86.60998650137134,WGS_84,Urban
720172,30.27252122558095,-81.73404226731964,WGS_84,Urban
700113,28.356773888632308,-80.70732401749017,WGS_84,Urban
570122,30.755027559985688,-86.61460405009512,WGS_84,Rural
600366,30.740330967965065,-86.22726068318063,WGS_84,Rural
590252,30.28709437295331,-84.4004880844025,WGS_84,Rural
540245,30.408888318145685,-84.0208617549705,WGS_84,Rural
720062,30.288029574654463,-81.41427637178164,WGS_84,Urban
590296,30.22083430915868,-84.36238457388872,WGS_84,Rural
710233,30.044104620601782,-81.89327995414226,WGS_84,Urban
570167,30.409852184513344,-86.79435754996513,WGS_84,Urban
700370,28.40145734423231,-80.7440643255693,WGS_84,Urban
700134,27.95422391049406,-80.60976077233363,WGS_84,Rural
560301,30.496729294536276,-84.89165085550343,WGS_84,Rural
700322,28.71502423370797,-80.8896262005565,WGS_84,Rural
570219,30.550717662796597,-86.4988203612538,WGS_84,Rural
580330,30.859862854503803,-86.88610651945747,WGS_84,Rural
570250,30.46436265507604,-86.62045959561779,WGS_84,Urban
570356,30.91495434178712,-86.48628064359121,WGS_84,Rural
539957,30.90481717268868,-85.52225202503593,WGS_84,Rural
700345,28.04047039433313,-80.62158932821895,WGS_84,Urban
709919,28.32947650201577,-80.77456989830851,WGS_84,Urban
700114,28.002156701509367,-80.56198495419135,WGS_84,Urban
710189,30.093102283336634,-81.70602227498706,WGS_84,Urban
570385,30.391804867084968,-86.54571054300656,WGS_84,Urban
580285,30.892728871327073,-87.16568035060466,WGS_84,Rural
580398,30.6838141915685,-87.05383655042142,WGS_84,Urban
609958,30.69120853956446,-86.09521021160106,WGS_84,Rural
610344,30.776024771953335,-85.57834341601216,WGS_84,Rural
720171,30.277875189676546,-81.6180374846894,WGS_84,Urban
600051,30.816801374730467,-86.12292241777068,WGS_84,Rural
610152,30.746156252125953,-85.50965225962273,WGS_84,Rural
700284,28.005949242180698,-80.52827965251517,WGS_84,Urban
540375,30.451059722258783,-83.7533721005587,WGS_84,Rural
580251,30.693793636197558,-86.8059119675222,WGS_84,Rural
550376,30.375543622870133,-84.24968973990528,WGS_84,Urban
609959,30.991427240814165,-86.30918765023674,WGS_84,Rural
730335,29.476067870326652,-81.17443772569126,WGS_84,Rural
740047,30.77613121307668,-81.97889030202475,WGS_84,Rural
729914,30.35556093099836,-81.76074881404817,WGS_84,Urban
749923,30.65498761846482,-81.66238140802457,WGS_84,Rural
740132,30.718163594984066,-81.66780595625636,WGS_84,Rural
750038,28.550979228002,-81.59683884660569,WGS_84,Urban
740182,30.6296304598733,-81.61024624047162,WGS_84,Urban
750175,28.50756520232739,-81.37627538618524,WGS_84,Urban
729905,30.135003273971424,-81.53417529788409,WGS_84,Urban
750154,28.471191452341895,-81.30999430471606,WGS_84,Urban
750204,28.451327134250057,-81.3010991284326,WGS_84,Urban
750130,28.438769453454,-81.4741303096772,WGS_84,Urban
750104,28.542822613157416,-81.08742118609676,WGS_84,Rural
730263,29.38664002537692,-81.18897784076765,WGS_84,Urban
770102,28.765372169966845,-81.28282029580222,WGS_84,Urban
780311,29.855425236067347,-81.32275919932987,WGS_84,Urban
770299,28.78697821261225,-81.18587788934879,WGS_84,Rural
760240,29.626522318027703,-81.79620390739014,WGS_84,Rural
760105,29.61062253681308,-81.58351191308238,WGS_84,Urban
770343,28.712887417314693,-81.37855021509459,WGS_84,Urban
770197,28.697764506579166,-81.36679565182553,WGS_84,Urban
790170,28.95209678478558,-80.94189030143907,WGS_84,Urban
780329,29.85273379486382,-81.27887791077653,WGS_84,Urban
860357,26.146195217984822,-80.47667538193637,WGS_84,Rural
860298,26.24382707670869,-80.20139106791615,WGS_84,Urban
780360,30.103480865948967,-81.62692010321072,WGS_84,Urban
799925,29.103692568439968,-81.2097813836935,WGS_84,Rural
870193,25.695279438323443,-80.32061936248334,WGS_84,Urban
860362,25.967969926717924,-80.35187543831259,WGS_84,Urban
860215,26.235084837503827,-80.09061683735506,WGS_84,Urban
870031,25.777947151037974,-80.16510421703624,WGS_84,Urban
870258,25.918578072128884,-80.1877981574106,WGS_84,Urban
870383,25.760902385550793,-80.45461027260541,WGS_84,Rural
860214,26.23107747969927,-80.16307659771644,WGS_84,Urban
860176,25.998240964094734,-80.14271174205997,WGS_84,Urban
860381,26.100866777923095,-80.2574357641233,WGS_84,Urban
870178,25.718682957707635,-80.27166751133096,WGS_84,Urban
799929,28.931908927174387,-80.87727022843846,WGS_84,Urban
860380,26.10073145800436,-80.25760515951464,WGS_84,Urban
860384,25.984963752413734,-80.16353341615304,WGS_84,Urban
799906,28.887692138388076,-81.27902508992915,WGS_84,Urban
920265,28.30419621399205,-81.45073826286088,WGS_84,Urban
870137,25.924735564375887,-80.30268876642837,WGS_84,Urban
870096,25.91232590750753,-80.22709445135834,WGS_84,Urban
860255,26.274534911700055,-80.14627323942331,WGS_84,Urban
870382,25.774764037764232,-80.17198166345547,WGS_84,Urban
860256,26.064777794803014,-80.24200586945327,WGS_84,Urban
890332,27.214710979866584,-80.26056336384812,WGS_84,Urban
900227,24.66970299995514,-81.37131572671802,WGS_84,Urban
870108,25.81044582682019,-80.15746810569682,WGS_84,Urban
860306,26.012047500435393,-80.1219321933039,WGS_84,Urban
860331,25.989359465597133,-80.16566180090848,WGS_84,Urban
880139,27.65345077667305,-80.78522217131794,WGS_84,Rural
880314,27.63323549692457,-80.38918057794594,WGS_84,Urban
900165,24.571401882814115,-81.74725634932516,WGS_84,Urban
900164,25.16817531628937,-80.37656075212571,WGS_84,Urban
890334,27.2045630811978,-80.40034798168993,WGS_84,Rural
890289,27.060411110662134,-80.3034083503246,WGS_84,Rural
890259,27.234388043104595,-80.18625440504108,WGS_84,Urban
890374,26.997115381688975,-80.0972484999031,WGS_84,Urban
920065,28.15598786322813,-81.11018880691783,WGS_84,Rural
930087,26.71814989912315,-80.04325911947132,WGS_84,Urban
930217,26.894729817681736,-80.13477653447002,WGS_84,Urban
970403,25.99949204363863,-80.21988955661772,WGS_84,Urban
930174,26.714276045422608,-80.08380921344755,WGS_84,Urban
940144,27.447543947921073,-80.4902039850902,WGS_84,Rural
970223,28.49337447568289,-80.84427304199467,WGS_84,Rural
930101,26.68071080514178,-80.21602818220025,WGS_84,Urban
970417,26.93502129797658,-80.15384422661963,WGS_84,Urban
930198,26.51008966702372,-80.07299688825024,WGS_84,Urban
970430,25.4813951086074,-80.4330050876341,WGS_84,Urban
940260,27.439530806648616,-80.39035101895529,WGS_84,Urban
930010,26.39736898325589,-80.07616025300015,WGS_84,Urban
970407,27.99725875545957,-81.98781515334825,WGS_84,Urban
970406,28.492842802762713,-82.48072498072592,WGS_84,Urban
970267,25.80427621539242,-80.38605118264374,WGS_84,Urban
930140,26.917245874444276,-80.31321379573731,WGS_84,Urban
940195,27.391477633676896,-80.460042793063,WGS_84,Rural
970416,26.838236966770154,-80.12997650046702,WGS_84,Urban
939952,26.915005393789915,-80.1439086842926,WGS_84,Urban
979931,28.798940689839757,-81.9982316350775,WGS_84,Rural
460192,30.43581503163084,-85.44630239610737,WGS_84,Rural
470337,30.512756745305172,-85.12270697166657,WGS_84,Rural
100080,28.020524573693358,-82.17839523560572,WGS_84,Urban
470173,30.443179252868926,-85.03621821900556,WGS_84,Rural
169927,28.05319369475985,-82.00488214248522,WGS_84,Urban
550151,30.438075234014043,-84.2732163016813,WGS_84,Urban
979961,28.25514623790884,-81.33078187088446,WGS_84,Urban
520364,30.964877484378377,-85.59684503374271,WGS_84,Rural
550304,30.497031645033164,-84.26826507768028,WGS_84,Urban
979933,26.180101564184426,-80.30623272744874,WGS_84,Urban
349909,29.550864264618806,-82.90041971211807,WGS_84,Rural
720216,30.400762020155376,-81.56408867087627,WGS_84,Urban
470328,30.230024954904316,-85.20576339895514,WGS_84,Rural
470365,30.57102975048648,-85.02177689890827,WGS_84,Rural
169951,28.157415881379073,-81.81214717881669,WGS_84,Urban
469907,30.397183118700944,-85.4350253109062,WGS_84,Rural
460166,30.222097046081295,-85.88880578851914,WGS_84,Urban
550211,30.439624083621432,-84.47634451632312,WGS_84,Rural
720235,30.344642717349178,-81.95352945047155,WGS_84,Rural
550207,30.493873104199515,-84.27725659143921,WGS_84,Urban
269904,29.54304440100932,-82.33174943345128,WGS_84,Rural
979913,27.24640168114473,-80.34662169031508,WGS_84,Urban
489949,30.509197437737882,-87.29080910635575,WGS_84,Urban
169948,27.879328277558383,-81.59726220929092,WGS_84,Urban
550300,30.30518557974314,-84.24558643133498,WGS_84,Urban
550349,30.623238213519237,-84.16986292957004,WGS_84,Rural
879947,25.873722089156054,-80.34905262179672,WGS_84,Urban
